file_name,text
access-data-source-admin.png,a computer screen with a window showing a data source administrator
access-macros.png,a computer screen with a message in the middle
bitbucket-create-repository.png,a computer screen with a login page on it
blender-editor.jpg,a video editing screen with a path in the background
blender-editor2.png,a computer screen with a computer screen showing a computer screen with a computer screen showing a computer
excel-advanced-filter.png,a screen shot of a window with the advanced filter option
excel-convert-dialog.jpeg,a screenshot of a computer screen with a text box
excel-filters.png,a screenshot of a cell phone with a number of cell phones
excel-menu.png,"the screen of a computer with a message that says, protect workbook"
excel-old.jpg,a spreadsheet with a number of different numbers
excel-pivottable-dialog.jpg,a computer screen with a number of options
excel-pivottable-empty.jpg,a screenshot of a table with a number of items
excel-spreadsheet-small.png,a screenshot of a cell phone showing a cell phone screen with a cell phone number and a cell phone number
excel-spreadsheet.png,a spreadsheet with multiple columns and columns
gimp-editor-old.png,a computer screen with a picture of a person
gimp-editor.png,a computer screen with a picture of a cat
gmail-message.png,a screenshot of a message in a message box
hue-hiveql-editor.png,a computer screen with a bunch of text
jira-kanban.jpg,a screenshot of a calendar with a bunch of tasks
krita-brust-editor.png,a computer screen with a drawing of a number
libreoffice-base-wizard.png,a computer screen with a number of options
libreoffice-editor.jpg,a certificate is displayed in a computer screen
lives-editor.jpg,a video editing software with a man in a forest
oracle-fusion.jpg,a dashboard view of a dashboard with a number of graphs
outlook-export-dialog.png,a screenshot of a map with the location of the location of the location
outlook-export-dialog2.png,a screenshot of a computer screen with a message
outlook-task.jpg,a screenshot of a computer screen with a message
powerpoint-editor.jpg,a computer screen with a picture of a cheese slice mosaic
sap-crm.JPG,a screenshote of a website with a number of items
sap-login.png,a screenshot of a computer with a login screen
sap-new-entries.jpeg,a screenshot of a computer screen with a message
sap-save-dialog.png,a screenshot of a computer screen with a message
shotcut-editor.jpg,a woman with a colorful shirt on is looking at a video
superset-dashboard.png,a dashboard with a chart of the number of people in the country
superset-dashboard2.png,a dashboard with a map of the world and a bunch of data
thunderbird-calendar.png,a calendar with a red arrow on it
thunderbird-inbox.png,a webpage with a picture of a person on it
thunderbird-inbox2.png,a computer screen with a number of items in it
ubuntu-windows-3-11-emulator.png,a computer screen with a computer screen showing a computer screen
vscode-editor-dark.png,a computer screen with a bunch of code on it
vscode-editor-light.jpg,a computer screen with a number of code on it
windows-default-application-dialog.png,a screenshot of a window with the options to choose a file type
windows-registry-editor.jpg,a computer screen with a bunch of files on it
windows-settings-apps-features.png,a screenshot of a window with the app features highlighted
windows-settings.png,the settings screen in windows 10
windows-start-menu.png,a computer screen with a window with a power and sleep settings highlighted
word-editor-2.jpg,a computer screen with a computer screen showing a program
word-editor-macos.png,a computer screen with a poem in the middle
word-editor-multicolumn.jpg,a screen shot of a menu in a computer
word-editor-old.jpg,a computer screen with a picture of a wheel and a car
word-editor.jpg,a computer screen with a keyboard and a line of text
