file_name,text
access-data-source-admin.png,a computer screen with a window showing a data source administrator window and a window with a file
access-macros.png,a computer screen with a message in the middle of it and a window with a message in the middle
bitbucket-create-repository.png,a computer screen with a login page on it and a blue background with a white border
blender-editor.jpg,a video editing screen with a path in the background and a video being taken from the camera
blender-editor2.png,a computer screen with a computer screen showing a computer screen with a computer screen showing a computer
excel-advanced-filter.png,a screen shot of a window with the advanced filter option highlighted on the screen and the advanced filter option highlighted on the screen
excel-convert-dialog.jpeg,a screenshot of a computer screen with a text box and a window with a message box
excel-filters.png,a screenshot of a cell phone with a number of cell phones in the screen
excel-menu.png,"the screen of a computer with a message that says, protect workbook and protect the privacy"
excel-old.jpg,a spreadsheet with a number of different numbers on it and a number of other numbers on the screen
excel-pivottable-dialog.jpg,a computer screen with a number of options to choose a table that you want to use
excel-pivottable-empty.jpg,a screenshot of a table with a number of items in it and a line of text
excel-spreadsheet-small.png,a screenshot of a cell phone showing a cell phone screen with a cell phone number and a cell phone number
excel-spreadsheet.png,"a spreadsheet with multiple columns and columns in the middle of it, and a green"
gimp-editor-old.png,a computer screen with a picture of a person in a picture frame and a picture of a person
gimp-editor.png,a computer screen with a picture of a cat and a mouse on it's keyboard
gmail-message.png,a screenshot of a message in a message box with a message box highlighted on the left
hue-hiveql-editor.png,a computer screen with a bunch of text on it and a phone on the screen
jira-kanban.jpg,a screenshot of a calendar with a bunch of tasks on it and a few other tasks on the screen
krita-brust-editor.png,a computer screen with a drawing of a number on it's side and a number on the other side
libreoffice-base-wizard.png,a computer screen with a number of options on it's screen and a window with a message
libreoffice-editor.jpg,a certificate is displayed in a computer screen shot of a computer screen shot of a certificate
lives-editor.jpg,a video editing software with a man in a forest in the background and a video editor in the foreground
oracle-fusion.jpg,a dashboard view of a dashboard with a number of graphs on it and a number of graphs on the dashboard
outlook-export-dialog.png,a screenshot of a map with the location of the location of the location of the location
outlook-export-dialog2.png,a screenshot of a computer screen with a message that reads export and export wizard
outlook-task.jpg,a screenshot of a computer screen with a message in the middle of it and a message in the middle of the screen
powerpoint-editor.jpg,a computer screen with a picture of a cheese slice mosaics on it and a picture of a cheese slice mosaic
sap-crm.JPG,a screenshote of a website with a number of items on it and a number of
sap-login.png,a screenshot of a computer with a login screen and a keyboard and mouse
sap-new-entries.jpeg,a screenshot of a computer screen with a message that reads new entries details of added entries
sap-save-dialog.png,a screenshot of a computer screen with a message that says save as and a picture of a computer screen with a message that says save as
shotcut-editor.jpg,a woman with a colorful shirt on is looking at a video editing screen with a color wheel
superset-dashboard.png,a dashboard with a chart of the number of people in the country and the number of people in the country
superset-dashboard2.png,a dashboard with a map of the world and a bunch of data on it that is displayed
thunderbird-calendar.png,a calendar with a red arrow on it and a calendar with a date circled on it
thunderbird-inbox.png,a webpage with a picture of a person on it and a message in the middle
thunderbird-inbox2.png,a computer screen with a number of items in it's settings and a window with a number of items in it
ubuntu-windows-3-11-emulator.png,a computer screen with a computer screen showing a computer screen with a computer screen and a computer
vscode-editor-dark.png,a computer screen with a bunch of code on it's screen and a few other code
vscode-editor-light.jpg,a computer screen with a number of code on it's screen and a window with a window view of a computer screen
windows-default-application-dialog.png,a screenshot of a window with the options to choose a file type for the file
windows-registry-editor.jpg,a computer screen with a bunch of files on it and a window with a small window
windows-settings-apps-features.png,a screenshot of a window with the app features highlighted on it and the settings menu highlighted
windows-settings.png,"the settings screen in windows 10 settings menu, with the settings highlighted, and the settings highlighted"
windows-start-menu.png,a computer screen with a window with a power and sleep settings highlighted on it and a window with a power and sleep settings highlighted on it
word-editor-2.jpg,a computer screen with a computer screen showing a program on it's screen and a computer
word-editor-macos.png,a computer screen with a poem in the middle of it and a picture of a person in the background
word-editor-multicolumn.jpg,a screen shot of a menu in a computer screen shot of a menu in a computer screen shot
word-editor-old.jpg,a computer screen with a picture of a wheel and a car on it and a text box
word-editor.jpg,"a computer screen with a keyboard and a line of text on it that reads,"
