file_name,text
access-data-source-admin.png,the system's disk is running on the windows
access-macros.png,a computer screen with a white background and a gray background
bitbucket-create-repository.png,a computer screen with a webpage on it
blender-editor.jpg,a video editing software with a path through the woods
blender-editor2.png,a computer screen with a 3d model of a building
excel-advanced-filter.png,a screenshot of a computer screen with the settings selected
excel-convert-dialog.jpeg,a screenshot of a text box with the text box highlighted
excel-filters.png,a screenshot of a computer screen with a text box
excel-menu.png,the infio workbook window with the option to change the text
excel-old.jpg,a screenshot of a table with a number of items
excel-pivottable-dialog.jpg,a screenshot of a dialogged table with the table settings selected
excel-pivottable-empty.jpg,a screenshot of a spreadsheet with a pivot table
excel-spreadsheet-small.png,a screenshot of a spreadsheet with the country numbers highlighted
excel-spreadsheet.png,a screenshot of a spreadsheet with a number of columns
gimp-editor-old.png,a computer screen with a picture of a rainbow
gimp-editor.png,a computer screen with a black and white image of a cat
gmail-message.png,a screenshot of a web page with a new message highlighted
hue-hiveql-editor.png,a screenshot of a web page with a number of lines
jira-kanban.jpg,a screenshot of a web page with a number of different items
krita-brust-editor.png,a screen shot of a font and a picture of a person
libreoffice-base-wizard.png,a screenshot of a web page with a description of the table
libreoffice-editor.jpg,a certificate is displayed in a computer screen
lives-editor.jpg,a computer screen shot of a man in a forest
oracle-fusion.jpg,a computer screen with a bunch of data on it
outlook-export-dialog.png,a screenshot of a map dialogger
outlook-export-dialog2.png,a screenshot of a computer screen with the option to select a file
outlook-task.jpg,a screenshot of a computer screen with a menu
powerpoint-editor.jpg,a web page with a picture of a cross
sap-crm.JPG,a screenshot of a web page with a number of items
sap-login.png,a screenshot of a web page with a new user
sap-new-entries.jpeg,a screenshot of a web page with a new details section
sap-save-dialog.png,a screenshot of a computer screen with a message saver
shotcut-editor.jpg,a woman with a bra is shown in a video
superset-dashboard.png,a screenshot of a dashboard showing the number of people in each region
superset-dashboard2.png,a large screen with a map and a bunch of data
thunderbird-calendar.png,a calendar with a red arrow pointing to the date
thunderbird-inbox.png,a web page with a funny face on it
thunderbird-inbox2.png,a screenshot of a web page with a number of options
ubuntu-windows-3-11-emulator.png,a computer screen with a picture of a space station
vscode-editor-dark.png,a screenshot of a computer screen with a program running
vscode-editor-light.jpg,a computer screen with a bunch of code on it
windows-default-application-dialog.png,a screenshot of a windows application with the wordpress type options highlighted
windows-registry-editor.jpg,a screenshot of a computer screen with a list of different languages
windows-settings-apps-features.png,a screenshot of a windows app with the settings settings highlighted
windows-settings.png,the settings window for windows settings
windows-start-menu.png,a screenshot of a windows 10 start menu
word-editor-2.jpg,a computer screen with a program running on it
word-editor-macos.png,a screenshot of a page in a computer screen
word-editor-multicolumn.jpg,a computer screen shot of a new zealand memo
word-editor-old.jpg,a computer screen shot of a website page
word-editor.jpg,a computer screen with a program on it
