file_name,text
access-data-source-admin.png,page displaying the user data sources
access-macros.png,screen shows about a data base
bitbucket-create-repository.png,page displaying to create a repository
blender-editor.jpg,page displaying the different options
blender-editor2.png,screen displaying the blender page
excel-advanced-filter.png,page displaying different filter options available
excel-convert-dialog.jpeg,page displaying the data preview
excel-filters.png,page displaying list of cities
excel-menu.png,page displaying the information of the app
excel-old.jpg,page displaying different graphs in a social app
excel-pivottable-dialog.jpg,page displaying create a pivot table
excel-pivottable-empty.jpg,screen shows multiple options in a financial app
excel-spreadsheet-small.png,page displaying different files
excel-spreadsheet.png,page displaying the list of birth details
gimp-editor-old.png,screen shows a page of a gaming app
gimp-editor.png,page displaying the zoom and zoom options
gmail-message.png,pop up displaying the new message
hue-hiveql-editor.png,page displaying the sample customers
jira-kanban.jpg,screen shows multiple options in a kanban board
krita-brust-editor.png,screen displaying the image of a person with a brush tip
libreoffice-base-wizard.png,screen shows tasks details in a library
libreoffice-editor.jpg,page displaying the certificate
lives-editor.jpg,screen shows multiple options in a video
oracle-fusion.jpg,page displaying different categories available in application
outlook-export-dialog.png,screen shows custom fields in a mapping app
outlook-export-dialog2.png,page displaying information about an application
outlook-task.jpg,page displaying the details of the team
powerpoint-editor.jpg,page displaying the introduction of cheese slope mosaics
sap-crm.JPG,screen shows list of start-up options
sap-login.png,screen displaying the user and system details
sap-new-entries.jpeg,page displaying the details of entries
sap-save-dialog.png,page displaying to save as an app
shotcut-editor.jpg,page displaying different images in a gallery
superset-dashboard.png,screen shows growth rate in a graph
superset-dashboard2.png,screen shows bank data in a financial app
thunderbird-calendar.png,page displaying the calendar of a month
thunderbird-inbox.png,page displaying the latest version of the app
thunderbird-inbox2.png,screen shows post details in a social app
ubuntu-windows-3-11-emulator.png,page displaying the different options
vscode-editor-dark.png,page displaying the information of the app
vscode-editor-light.jpg,page displaying different options
windows-default-application-dialog.png,list of different options in settings
windows-registry-editor.jpg,page displaying different options
windows-settings-apps-features.png,screen displaying list of apps and features
windows-settings.png,screen displaying list of settings in a device
windows-start-menu.png,pop up displaying about power and sleep settings
word-editor-2.jpg,screen shows a movie in a language learning app
word-editor-macos.png,screen shows a poem in a poem writing app
word-editor-multicolumn.jpg,page displaying the movie details
word-editor-old.jpg,page displaying different wheel designs
word-editor.jpg,page displaying a poem in a language learning app
