file_name,text
access-data-source-admin.png,a screenshot of a computer screen with a window showing the data source administrator window and the user's name
access-macros.png,a close up of a computer screen with a computer screen with a message on it and a window with a message on it
bitbucket-create-repository.png,a close up of a computer screen with a login page on it and a blue background with a white border
blender-editor.jpg,a close up of a video editing screen with a path in the background and a video being taken from the camera
blender-editor2.png,a close up of a computer screen with a computer screen showing a triangle and a line of lines on it
excel-advanced-filter.png,"a close up of a cell phone with a dial on it's screen and a message that reads,"
excel-convert-dialog.jpeg,a screenshot of a computer screen with a text box and a window with a message box and a window with a message box
excel-filters.png,a close up of a cell phone with a number of cell phones on it's screen and a cell phone number on the screen
excel-menu.png,a screenshot of the screen showing the options for the workbook in the windows 10 version of the office
excel-old.jpg,a screenshot of a spreadsheet with a number of different items in it and a number of numbers on the screen
excel-pivottable-dialog.jpg,a close up of a computer screen with a number of options to choose a table that you want to use
excel-pivottable-empty.jpg,a screenshot of a spreadsheet in excel 2010 with the pivottable fields tab highlighted on the left
excel-spreadsheet-small.png,a screenshot of a cell phone showing a cell phone screen with a cell phone and a cell phone
excel-spreadsheet.png,"a screenshot of a spreadsheet with multiple columns and columns in the same row, and a green"
gimp-editor-old.png,a close up of a computer screen with a color picker in it's center and a color picker in the middle
gimp-editor.png,a close up of a computer screen with a picture of a cat and a mouse on it's keyboard
gmail-message.png,a close up of a keyboard with a message in the middle of it and a message in the middle of the keyboard
hue-hiveql-editor.png,a close up of a computer screen with a bunch of text on it's side of the screen
jira-kanban.jpg,a close up of a calendar with a bunch of different items on it and a few other items on the calendar
krita-brust-editor.png,a close up of a computer screen with a number of items on it and a number of numbers on the screen
libreoffice-base-wizard.png,a close up of a computer screen with a number of items in it's settings and a window with a description
libreoffice-editor.jpg,a screenshot of a certificate in a computer screen shot with a window open to show the certificate and the text
lives-editor.jpg,a close up of a video player with a camera and a video player in the background with a video
oracle-fusion.jpg,a close up of a dashboard with a number of graphs on it and a number of graphs on the dashboard
outlook-export-dialog.png,a screenshot of a window with a map and a description window with a description of the location of the location
outlook-export-dialog2.png,a screenshot of a computer screen with a message that reads export and export wizard in the window of the
outlook-task.jpg,a close up of a computer screen with a number of items in it's settings and a window with a window view of a computer screen
powerpoint-editor.jpg,a close up of a computer screen with a picture of a cheese slice mosaics on it and a picture of a cheese slice mosaic
sap-crm.JPG,a screenshot of a web page with a number of items displayed on it and a number of other items
sap-login.png,"a close up of a computer screen with a keyboard and a mouse on it's side, with a login button highlighted"
sap-new-entries.jpeg,a close up of a computer screen with a number of items in it's settings and a description of the item
sap-save-dialog.png,"a close up of a computer screen with a keyboard and a mouse on it's side, and a mouse on the other side of the screen"
shotcut-editor.jpg,a close up of a person with a camera and a video editing software screen shot of a woman with a colorful shirt
superset-dashboard.png,a close up of a graph showing the number of people who are in the world with a large number of
superset-dashboard2.png,"a screenshot of a dashboard with a map and graphs on it, and a world map in the background"
thunderbird-calendar.png,a close up of a calendar with a red arrow on it and a calendar with a date circled on it
thunderbird-inbox.png,arafed image of a webpage with a message in the middle of it and a picture of a man on the right side of the page
thunderbird-inbox2.png,a close up of a computer screen with a number of items on it's screen and a number of other items on the screen
ubuntu-windows-3-11-emulator.png,a close up of a computer screen with a computer screen with a picture of a planet in the background
vscode-editor-dark.png,a close up of a computer screen with a number of code on it's screen and a number of other codes on the screen
vscode-editor-light.jpg,a close up of a computer screen with a number of code on it's screen and a keyboard
windows-default-application-dialog.png,a screenshot of the windows 10 application with the options to choose the file type and the file type
windows-registry-editor.jpg,a close up of a computer screen with a bunch of files on it's side and a window with a few other files
windows-settings-apps-features.png,a screenshot of a window with the app features options highlighted on the screen and the settings highlighted on the app
windows-settings.png,"windows settings in windows 10 with the settings highlighted on the screen and the settings highlighted on the screen,"
windows-start-menu.png,a close up of a computer screen with a power and sleep settings highlighted on it's screen shot
word-editor-2.jpg,a close up of a computer screen with a computer keyboard and a mouse on it's side of the screen
word-editor-macos.png,a close up of a sheet of paper with a poem in it on a computer screen with a keyboard
word-editor-multicolumn.jpg,a close up of a menu page with a picture of a horse in the background and a menu page with a picture of a horse
word-editor-old.jpg,a close up of a computer screen with a wheel and a car on it's side and a picture of a wheel and a car on the other side
word-editor.jpg,"a close up of a computer screen with a keyboard and a mouse on it's keyboard screen, with a line of text"
