file_name,text
access-data-source-admin.png,this graphic is explained in the accompanying text
access-macros.png,the screen is on
bitbucket-create-repository.png,a screenshot of the website
blender-editor.jpg,the green wall in the background is a bit blurry.
blender-editor2.png,the red lines in the background are the same color as the red line.
excel-advanced-filter.png,this is the first step in line to find the best way to find the best one in the house.
excel-convert-dialog.jpeg,this is a screenshot of the system.
excel-filters.png,this image is described in surrounding text
excel-menu.png,how to use text in a book
excel-old.jpg,a set of numbers
excel-pivottable-dialog.jpg,the number of data that you want to know
excel-pivottable-empty.jpg,a screenshot of the text
excel-spreadsheet-small.png,a screenshot of the app
excel-spreadsheet.png,a screenshot of the document
gimp-editor-old.png,how to make a 3d text effect in raster graphics editor software
gimp-editor.png,how to make a screen shot with a pencil
gmail-message.png,a screenshot of the app
hue-hiveql-editor.png,the code is in the box
jira-kanban.jpg,a screenshot of the app
krita-brust-editor.png,how to create a 3d text effect in raster graphics editor software
libreoffice-base-wizard.png,this image is described in surrounding text
libreoffice-editor.jpg,a page in a notebook
lives-editor.jpg,a man on a screen
oracle-fusion.jpg,a screenshot of the screen showing the results
outlook-export-dialog.png,this is a screenshot of the text.
outlook-export-dialog2.png,add text to the text
outlook-task.jpg,the box is blue
powerpoint-editor.jpg,a picture of a cross stitch pattern
sap-crm.JPG,this image is described in surrounding text
sap-login.png,use a button to insert a credit card into a rectangle.
sap-new-entries.jpeg,this screenshot shows the text that is used in the video game.
sap-save-dialog.png,add text to the game
shotcut-editor.jpg,a woman with a shoulder
superset-dashboard.png,a screenshot of the following chart.
superset-dashboard2.png,the chart of the world
thunderbird-calendar.png,this image is available in a variety of colors
thunderbird-inbox.png,the text is in the same way.
thunderbird-inbox2.png,i'm in the blue box
ubuntu-windows-3-11-emulator.png,the screen is on
vscode-editor-dark.png,the text is white
vscode-editor-light.jpg,this image is of a text
windows-default-application-dialog.png,choose the correct application of rectangles
windows-registry-editor.jpg,this is a screenshot of the computer screen showing the number of people in the same place.
windows-settings-apps-features.png,the screen of the app
windows-settings.png,image of the operating system
windows-start-menu.png,how to create a screenshot of a screenshot
word-editor-2.jpg,this is a screenshot of the computer
word-editor-macos.png,the first page of the text
word-editor-multicolumn.jpg,a page in a computer
word-editor-old.jpg,the screen is open
word-editor.jpg,this is a screenshot of the text
