file_name,text
access-data-source-admin.png,this graphic is explained in the accompanying text
access-macros.png,the screen is in the same way as the other side.
bitbucket-create-repository.png,a screenshot of the website.
blender-editor.jpg,a screenshot of the new app
blender-editor2.png,a screenshot of the app
excel-advanced-filter.png,this is a screenshot of the app
excel-convert-dialog.jpeg,this is a screenshot of the text.
excel-filters.png,a screenshot of the app
excel-menu.png,the text is in the same position.
excel-old.jpg,the design of the text
excel-pivottable-dialog.jpg,the number of options in the text
excel-pivottable-empty.jpg,a screenshot of the app
excel-spreadsheet-small.png,a screenshot of a computer screen showing the countries
excel-spreadsheet.png,a screenshot of the report
gimp-editor-old.png,how to create a 3d text effect in raster graphics editor software
gimp-editor.png,the outline of the bat is a little closer to the frame.
gmail-message.png,a screenshot of the app
hue-hiveql-editor.png,a screenshot of the website
jira-kanban.jpg,a screenshot of the app
krita-brust-editor.png,how to create a 3d text effect in raster graphics editor software
libreoffice-base-wizard.png,this image is described in surrounding text.
libreoffice-editor.jpg,a screenshot of the text
lives-editor.jpg,a screenshot of a video game.
oracle-fusion.jpg,a screenshot of the screen showing the results
outlook-export-dialog.png,this is a screenshot of the text.
outlook-export-dialog2.png,enter to enter a text message in this text box.
outlook-task.jpg,this is a screenshot of the app
powerpoint-editor.jpg,a computer screen with a picture of cheeses.
sap-crm.JPG,a screenshot of the app
sap-login.png,use a square or rectangle to insert a button in a text box.
sap-new-entries.jpeg,this screenshot shows the text in the operating system.
sap-save-dialog.png,create a text box with your own text
shotcut-editor.jpg,how to create a 3d text effect in raster graphics editor software
superset-dashboard.png,a screenshot of the following chart.
superset-dashboard2.png,the chart of the world
thunderbird-calendar.png,a screenshot of a calendar showing the date and date.
thunderbird-inbox.png,the text is black and white.
thunderbird-inbox2.png,a computer generated image of a text
ubuntu-windows-3-11-emulator.png,a screenshot of the screen
vscode-editor-dark.png,a screenshot of a computer screen showing the number of numbers.
vscode-editor-light.jpg,a screenshot of the app
windows-default-application-dialog.png,choose the correct application of rectangles.
windows-registry-editor.jpg,this is a screenshot of the system.
windows-settings-apps-features.png,the screen of the app
windows-settings.png,image of the screenshot of the operating system
windows-start-menu.png,how to add text to a screenshot
word-editor-2.jpg,the text is in a very simple way.
word-editor-macos.png,the first page of the text
word-editor-multicolumn.jpg,a screenshot of the page.
word-editor-old.jpg,the process of making a screen shot.
word-editor.jpg,the text is in a line.
